"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL318457";"";"";"Small molecule";"0";"542.85";"31";"207";"8.87";"72.56";"4";"1";"2";"8";"N";"0.23";"4.01";"None";"8.83";"5.68";"4";"MOL";"-1";"36";"5";"1";"2";"541.0614";"ACID";"C28H22Cl3NO4";"CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1";"BYTNEISLBIENSA-MDZDMXLPSA-N"
"CHEMBL146095";"GLAFENINE";"GLAFENIN|GLAFENINE|GLAPHENINE|GLYCERYLAMINOPHENAQUINE|NSC-757808|R 1707|R-1707";"Small molecule";"4";"372.81";"31";"73";"3.14";"91.68";"6";"3";"0";"6";"N";"0.58";"13.62";"6.41";"4.16";"4.12";"3";"MOL";"0";"26";"6";"3";"0";"372.0877";"NEUTRAL";"C19H17ClN2O4";"O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12";"GWOFUCIGLDBNKM-UHFFFAOYSA-N"
"CHEMBL154";"NAPROXEN";"ALEVE|ARTHROSIN 250|ARTHROSIN 250 EC|ARTHROSIN 500|ARTHROSIN 500 EC|Aleve|Anaprox|CONDROTEC|EC-NAPROSYN|Equiproxen|FEMINAX ULTRA|GRENOXAL|KENOSYN|LARAFLEX|NAPRATEC OP|NAPROSYN 375|NAPROSYN EC|NAPROXEN|NSC-750183|NSC-757239|NYCOPREN|Naprelan|Naprosyn|PN400 COMPONENT NAPROXEN|PRANOXEN CONTINUS|PROSAID|RHEUFLEX 250|RHEUFLEX 500|RIMOXYN|RS-3540|STIRLESCENT|TIMPRON|TIMPRON 250 EC|TIMPRON 500 EC|VALROX|VIMOVO";"Small molecule";"4";"230.26";"221";"3508";"3.04";"46.53";"2";"1";"0";"3";"N";"0.88";"4.19";"None";"2.99";"-0.05";"2";"MOL";"0";"17";"3";"1";"0";"230.0943";"ACID";"C14H14O3";"COc1ccc2cc([C@H](C)C(=O)O)ccc2c1";"CMWTZPSULFXXJA-VIFPVBQESA-N"
"CHEMBL1742471";"EBROTIDINE";"EBROTIDINE";"Small molecule";"4";"477.44";"6";"28";"2.45";"133.32";"6";"4";"0";"9";"N";"0.25";"None";"8.02";"1.79";"1.08";"2";"MOL";"0";"26";"8";"5";"0";"475.9758";"NEUTRAL";"C14H17BrN6O2S3";"N=C(N)Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1";"ZQHFZHPUZXNPMF-UHFFFAOYSA-N"
"CHEMBL1405";"ESTRONE";"1,3,5-ESTRATRIEN-3-OL-17-ONE|ESTRADIOL METABOLITE E1|ESTROGENIC SUBSTANCE|ESTRONE|Estrone|FOLLICULAR HORMONE|FOLLICULAR-HORMONE|FOLLICULIN|FOLLICULINUM|KETOHYDROXYESTRIN|NATURAL ESTROGENIC SUBSTANCE-ESTRONE|NSC-9699|OESTRONE|Oestrone|THELYKININ|TOKOKIN|Theelin|WAY 164397";"Small molecule";"4";"270.37";"182";"589";"3.82";"37.30";"2";"1";"0";"0";"N";"0.78";"10.33";"None";"4.31";"4.31";"1";"MOL";"0";"20";"2";"1";"0";"270.1620";"NEUTRAL";"C18H22O2";"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O";"DNXHEGUUPJUMQT-CBZIJGRNSA-N"
"CHEMBL416";"METHOXSALEN";"8-METHOXSALEN|8-METHOXYPSORALEN|8-MOP|DELTASORALEN|MELADININE|METHOXSALEN|METOXALEN|Methoxsalen|NSC-45923|OXSORALEN-ULTRA|OXYPSORALEN|Oxsoralen|PUVALEN|PUVASORALEN-8|SM-88 COMPONENT METHOXSALEN|UVADEX|VITPSO|XANTHOTOXIN";"Small molecule";"4";"216.19";"250";"753";"2.55";"52.58";"4";"0";"0";"1";"N";"0.59";"None";"None";"1.78";"1.78";"3";"MOL";"0";"16";"4";"0";"0";"216.0423";"NEUTRAL";"C12H8O4";"COc1c2occc2cc2ccc(=O)oc12";"QXKHYNVANLEOEG-UHFFFAOYSA-N"
"CHEMBL1983268";"ENTRECTINIB";"ENTRECTINIB|NMS-E628|ROZLYTREK|RXDX-101";"Small molecule";"4";"560.65";"361";"619";"5.03";"85.52";"6";"3";"2";"7";"N";"0.29";"12.40";"7.78";"5.40";"4.87";"4";"MOL";"0";"41";"8";"3";"2";"560.2711";"NEUTRAL";"C31H34F2N6O2";"CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1";"HAYYBYPASCDWEQ-UHFFFAOYSA-N"
"CHEMBL391533";"COROSOLIC ACID";"Corosolic Acid";"Small molecule";"0";"472.71";"61";"147";"6.06";"77.76";"3";"3";"1";"1";"N";"0.41";"4.74";"None";"5.51";"2.90";"0";"MOL";"-1";"34";"4";"3";"1";"472.3553";"ACID";"C30H48O4";"C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C";"HFGSQOYIOKBQOW-ZSDYHTTISA-N"
"CHEMBL946";"AZATADINE";"AZATADINE|Azatadine|Optimine|Trinalin";"Small molecule";"4";"290.41";"7";"26";"3.71";"16.13";"2";"0";"0";"0";"N";"0.74";"None";"7.91";"3.75";"3.12";"2";"MOL";"0";"22";"2";"0";"0";"290.1783";"NEUTRAL";"C20H22N2";"CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1";"SEBMTIQKRHYNIT-UHFFFAOYSA-N"
"CHEMBL480";"LANSOPRAZOLE";"A-65006|AG-1749|AGOPTON|LANSOPRAZOLE|LANSOX|LANZOPRAZOLE|LANZOR|LIMPIDEX|NSC-758638|OGAST|OGASTORO|OPIREN|PREVACID 24 HR|PREVACID IV|PREVONCO|Prevacid|Prevacid Delayed Release|Prevacid SoluTab|TAKEPRON|ZOTON";"Small molecule";"4";"369.37";"210";"928";"3.52";"67.87";"4";"1";"0";"5";"N";"0.75";"9.35";"4.16";"3.03";"3.03";"3";"MOL";"0";"25";"5";"1";"0";"369.0759";"NEUTRAL";"C16H14F3N3O2S";"Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1";"MJIHNNLFOKEZEW-UHFFFAOYSA-N"
"CHEMBL1466";"DICUMAROL";"BISHYDROXYCOUMARIN|DICOUMAROL|DICOUMAROLUM|DICUMAROL|NSC-17860|NSC-221570|NSC-41834";"Small molecule";"4";"336.30";"143";"846";"2.90";"100.88";"6";"2";"0";"2";"N";"0.55";"4.85";"None";"1.94";"-2.22";"4";"MOL";"0";"25";"6";"2";"0";"336.0634";"ACID";"C19H12O6";"O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O";"DOBMPNYZJYQDGZ-UHFFFAOYSA-N"
"CHEMBL109";"VALPROIC ACID";"44089|CONVULEX|DEPAKOTE|Depakene|NSC-93819|PENTANOIC ACID, 2-PROPYL|STAVZOR|VALPROATE|VALPROIC ACID|VALPROIC ACID EXTENDED RELEASE";"Small molecule";"4";"144.21";"267";"3640";"2.29";"37.30";"1";"1";"0";"5";"N";"0.64";"5.14";"None";"2.80";"0.56";"0";"MOL";"0";"10";"2";"1";"0";"144.1150";"ACID";"C8H16O2";"CCCC(CCC)C(=O)O";"NIJJYAXOARWZEE-UHFFFAOYSA-N"
"CHEMBL83668";"TOLNAFTATE";"Aftate|Dr. Scholl's Athlete's Foot Spray|MYCIL|NSC-233648|SCH 10144|SCH-10144|SEPARIN|TIMOPED|TINADERM|TINADERM PLUS|TINEAFAX|TOLNAFTATE|Tinactin|Tritin";"Small molecule";"4";"307.42";"145";"367";"4.95";"12.47";"2";"0";"0";"2";"N";"0.62";"None";"0.08";"5.75";"5.75";"3";"MOL";"0";"22";"2";"0";"0";"307.1031";"NEUTRAL";"C19H17NOS";"Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1";"FUSNMLFNXJSCDI-UHFFFAOYSA-N"
"CHEMBL1395";"METHYLTESTOSTERONE";"17-METHYLTESTOSTERONE|ANDROID 10|ANDROID 25|ANDROID 5|CDB-110|L 589.372|L-589.372|L-589372|METHYLTESTOSTERONE|METHYLTESTOSTERONE CIII|Metandren|Methitest|Methyltestosterone|NSC-139965|NSC-9701|ORETON METHYL|OXANDROLONE IMPURITY, METHYLTESTOSTERONE-|Oreton|PERANDREN|PLEX HORMONE|POTENSAN FTE|RU 24400|RU-24400|TESTOVIS|Testred|U-2842|VIRILON";"Small molecule";"4";"302.46";"136";"2045";"4.27";"37.30";"2";"1";"0";"0";"N";"0.73";"None";"None";"3.65";"3.65";"0";"MOL";"0";"22";"2";"1";"0";"302.2246";"NEUTRAL";"C20H30O2";"C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C";"GCKMFJBGXUYNAG-HLXURNFRSA-N"
"CHEMBL1220";"TINIDAZOLE";"CP-12,574|CP-12574|FASIGIN|FASIGYN|HAISIGYN|NSC-758189|Symplotan|TINIDAZOLE|TRICOLAM|TRIMONASE|Tindamax|Trimonase";"Small molecule";"4";"247.28";"148";"697";"0.53";"95.10";"6";"0";"0";"5";"N";"0.56";"None";"3.28";"-0.58";"-0.58";"1";"MOL";"0";"16";"7";"0";"0";"247.0627";"NEUTRAL";"C8H13N3O4S";"CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C";"HJLSLZFTEKNLFI-UHFFFAOYSA-N"
"CHEMBL396416";"CARBOCYSTEINE";"AHR-3053|CARBOCISTEIN|CARBOCISTEINE|CARBOCIT|CARBOCYSTEINE|CARBOCYSTEINE DL-FORM|CARBOCYSTEINE, DL-|DL-3-(CARBOXYMETHYLTHIO)ALANINE|L-CARBOCISTEINE|L-CARBOCYSTEINE|LISOMUCIL|LJ 206|LJ-206|Loviscol|METHISTA|MUCICLAR|MUCOCIS|MUCODYNE|MUCODYNE FTE|MUCOLASE|MUCOLEX|MUCOPRONT|Mucofan|NSC-14156|NSC-68427|PECTOX|PULMOCLASE|R05CB03|REOMUCIL|RHINATHIOL|SIROXYL|TRANSBRONCHIN";"Small molecule";"4";"179.20";"10";"32";"-0.78";"100.62";"4";"3";"0";"5";"N";"0.51";"1.84";"9.14";"-3.30";"-6.37";"0";"MOL";"0";"11";"5";"4";"0";"179.0252";"ZWITTERION";"C5H9NO4S";"N[C@@H](CSCC(=O)O)C(=O)O";"GBFLZEXEOZUWRN-VKHMYHEASA-N"
"CHEMBL54440";"MEVASTATIN";"MEVASTATIN|Mevastatin|NSC-759322";"Small molecule";"0";"390.52";"148";"695";"3.95";"72.83";"5";"1";"0";"6";"N";"0.70";"None";"None";"3.62";"3.62";"0";"MOL";"0";"28";"5";"1";"0";"390.2406";"NEUTRAL";"C23H34O5";"CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21";"AJLFOPYRIVGYMJ-INTXDZFKSA-N"
"CHEMBL2110732";"DACOMITINIB";"DACOMITINIB|Dacomitinib|PF-00299804";"Small molecule";"4";"469.95";"298";"1159";"5.16";"79.38";"6";"2";"1";"7";"N";"0.47";"12.50";"8.55";"4.71";"3.53";"3";"MOL";"0";"33";"7";"2";"1";"469.1681";"BASE";"C24H25ClFN5O2";"COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCCCC1";"LVXJQMNHJWSHET-AATRIKPKSA-N"
"CHEMBL482767";"SNS-314";"SNS 314|SNS-314";"Small molecule";"1";"430.95";"355";"464";"4.52";"95.06";"6";"3";"0";"5";"N";"0.43";"7.38";"5.80";"4.05";"3.92";"4";"MOL";"0";"28";"7";"3";"0";"430.0437";"NEUTRAL";"C18H15ClN6OS2";"O=C(Nc1cccc(Cl)c1)Nc1ncc(CCN=c2[nH]cnc3ccsc23)s1";"FAYAUAZLLLJJGH-UHFFFAOYSA-N"
"CHEMBL1476397";"";"";"Small molecule";"0";"376.54";"15";"18";"7.05";"37.30";"1";"1";"1";"6";"N";"0.43";"4.49";"None";"6.80";"3.98";"1";"MOL";"-1";"28";"2";"1";"1";"376.2402";"ACID";"C26H32O2";"CC1=C(/C=C/C(=C/C=C/C(C)=C/C(=O)O)c2ccc(C)cc2)C(C)(C)CCC1";"RQANARBNMTXCDM-DKOHIBGUSA-N"
"CHEMBL12856";"INAMRINONE";"AMCORAL|AMRINONE|C01CE01|CARTONIC|CORDEMCURA|INAMRINONE|Inocor|NSC-759805|VESISTOL|WIN 40680|WIN-40680|WINCORAM";"Small molecule";"4";"187.20";"214";"662";"1.02";"71.77";"3";"2";"0";"1";"N";"0.70";"11.01";"4.87";"-0.57";"-0.57";"2";"MOL";"0";"14";"4";"3";"0";"187.0746";"NEUTRAL";"C10H9N3O";"Nc1cc(-c2ccncc2)c[nH]c1=O";"RNLQIBCLLYYYFJ-UHFFFAOYSA-N"
"CHEMBL832";"SULFINPYRAZONE";"ANTURAN|Anturane|NSC-75925|SULFINPYRAZONE|SULPHINPYRAZONE|Sulfinpyrazone";"Small molecule";"4";"404.49";"166";"987";"3.80";"57.69";"3";"0";"0";"6";"N";"0.59";"3.86";"None";"3.19";"1.10";"3";"MOL";"0";"29";"5";"0";"0";"404.1195";"ACID";"C23H20N2O3S";"O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1";"MBGGBVCUIVRRBF-UHFFFAOYSA-N"
"CHEMBL276832";"HYDRALAZINE";"HYDRALAZINE|HYDRALAZINE POLISTIREX|NSC-126699";"Small molecule";"4";"160.18";"157";"1053";"0.92";"63.83";"4";"2";"0";"1";"N";"0.48";"None";"8.88";"0.75";"-0.73";"2";"MOL";"0";"12";"4";"3";"0";"160.0749";"BASE";"C8H8N4";"NNc1nncc2ccccc12";"RPTUSVTUFVMDQK-UHFFFAOYSA-N"
"CHEMBL1604";"CEPHRADINE";"Anspor|CEFRADINE|CEFRADINE HYDRATE|CEPHRADINE|CEPHRADINE ANHYDROUS|CEPHRADINE HYDRATE|CEPHRADINE, UNSPECIFIED HYDRATE|Cefradine|Ecosporina|NICEF|NSC-756672|SK&F D-39304|SK-D-39304|SQ 11436|SQ 22022 [DIHYDRATE]|SQ-11436|SQ-22022|VELOSEF '125'|VELOSEF '250'|VELOSEF '500'|Velosef";"Small molecule";"4";"349.41";"27";"109";"0.35";"112.73";"5";"3";"0";"4";"N";"0.50";"3.27";"7.60";"-2.45";"-2.64";"0";"MOL";"0";"24";"7";"4";"0";"349.1096";"ACID";"C16H19N3O4S";"CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1";"RDLPVSKMFDYCOR-UEKVPHQBSA-N"
"CHEMBL1413406";"";"";"Small molecule";"0";"269.43";"12";"17";"3.81";"38.33";"3";"1";"0";"6";"N";"0.59";"None";"10.38";"3.44";"0.65";"0";"MOL";"-1";"19";"3";"1";"0";"269.2355";"BASE";"C16H31NO2";"CCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1";"PWWKJRFUJIFGGD-UHFFFAOYSA-N"
"CHEMBL456";"ETHACRYNIC ACID";"ETACRYNIC ACID|ETHACRYNATE|ETHACRYNIC ACID|Edecrin|HYDROMEDIN|MK-595|NSC-624008|NSC-85791|REOMAX";"Small molecule";"4";"303.14";"289";"1049";"3.61";"63.60";"3";"1";"0";"6";"N";"0.64";"2.80";"None";"3.66";"0.16";"1";"MOL";"0";"19";"4";"1";"0";"302.0113";"ACID";"C13H12Cl2O4";"C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl";"AVOLMBLBETYQHX-UHFFFAOYSA-N"
"CHEMBL64391";"ITRACONAZOLE";"CANDISTAT|CANDITRAL|CLADOSAL 100|FUNGITRAXX|ITRAC|ITRACONAZOLE|ITRALEK|ITRAZOLE|ITRIZOLE|NSC-759239|ONMEL|ORUNGAL|R 51,211|R-51211|SEMPERA|SPHERAZOLE CR|SPHERAZOLE IR|SPORAMELT|SPORANOX I.V.|SPORANOX-PULSE|SPORONOX|Sporanos|Sporanox|TOLSURA|TRACONAL|TRIASPORIN";"Small molecule";"4";"705.65";"311";"3321";"5.58";"104.70";"12";"0";"3";"11";"N";"0.17";"None";"3.91";"7.31";"7.31";"5";"MOL";"0";"49";"12";"0";"3";"704.2393";"NEUTRAL";"C35H38Cl2N8O4";"CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O";"VHVPQPYKVGDNFY-UHFFFAOYSA-N"
"CHEMBL667";"ACETYLCHOLINE";"ACETYLCHOLINE|Acetylcholine";"Small molecule";"4";"146.21";"55";"305";"0.26";"26.30";"2";"0";"0";"3";"Y";"0.42";"None";"None";"-4.22";"-4.22";"0";"MOL";"0";"10";"3";"0";"0";"146.1176";"NEUTRAL";"C7H16NO2+";"CC(=O)OCC[N+](C)(C)C";"OIPILFWXSMYKGL-UHFFFAOYSA-N"
"CHEMBL54";"HALOPERIDOL";"DOLPIN|DOZIC|FORTUNAN|HALDOL SOLUTAB|HALOPERIDOL|HALOPERIDOL DECANOATE IMPURITY, HALOPERIDOL-|Haldol|KENTACE|Keselen|MCN-JR-1625|NSC-170973|NSC-615296|R-1625|SERENACE";"Small molecule";"4";"375.87";"355";"4355";"4.43";"40.54";"3";"1";"0";"6";"N";"0.76";"13.96";"8.05";"3.66";"2.93";"2";"MOL";"0";"26";"3";"1";"0";"375.1401";"NEUTRAL";"C21H23ClFNO2";"O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1";"LNEPOXFFQSENCJ-UHFFFAOYSA-N"
"CHEMBL632";"BETAMETHASONE";"ALPHATREX|BETA-VAL|BETAMETHASONE|BETNELAN|Betasolan|Betatrex|Celestone|Dermabet|FLUBENISOLONE|Lotrisone|NSC-39470|SCH 4831|SCH-4831|Taclonex|Uticort|VISUBETA";"Small molecule";"4";"392.47";"150";"817";"1.90";"94.83";"5";"3";"0";"2";"N";"0.67";"12.42";"None";"1.68";"1.68";"0";"MOL";"0";"28";"5";"3";"0";"392.1999";"NEUTRAL";"C22H29FO5";"C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO";"UREBDLICKHMUKA-DVTGEIKXSA-N"
"CHEMBL319111";"LINOPIRDINE";"DUP 996|DUP-996|LINOPIRDINE";"Small molecule";"0";"391.47";"25";"78";"4.88";"46.09";"3";"0";"0";"5";"N";"0.49";"None";"5.35";"4.41";"4.41";"4";"MOL";"0";"30";"4";"0";"0";"391.1685";"NEUTRAL";"C26H21N3O";"O=C1N(c2ccccc2)c2ccccc2C1(Cc1ccncc1)Cc1ccncc1";"YEJCDKJIEMIWRQ-UHFFFAOYSA-N"
"CHEMBL502";"DONEPEZIL";"Aricept|D-797|DONAZ|DONEPEZIL|Donepezil|E-2020";"Small molecule";"4";"379.50";"96";"1545";"4.36";"38.77";"4";"0";"0";"6";"N";"0.75";"None";"8.54";"4.21";"3.04";"2";"MOL";"0";"28";"4";"0";"0";"379.2147";"BASE";"C24H29NO3";"COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2";"ADEBPBSSDYVVLD-UHFFFAOYSA-N"
"CHEMBL1201243";"IPODATE";"IOPODIC ACID|IPODIC ACID|Ipodate";"Small molecule";"4";"597.96";"4";"4";"3.74";"52.90";"2";"1";"1";"5";"N";"0.32";"1.99";"4.16";"3.40";"1.00";"1";"MOL";"0";"19";"4";"1";"1";"597.8111";"ACID";"C12H13I3N2O2";"CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I";"YQNFBOJPTAXAKV-OMCISZLKSA-N"
"CHEMBL1171829";"BITOPERTIN";"BITOPERTIN|PALIFLUTINE|R-1678|RG-1678|RO-4917838|RO-4917939|RO4917838";"Small molecule";"3";"543.46";"5";"13";"3.94";"79.81";"6";"0";"1";"5";"N";"0.53";"None";"2.88";"3.46";"3.46";"2";"MOL";"0";"36";"7";"0";"1";"543.1063";"NEUTRAL";"C21H20F7N3O4S";"C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(F)(F)F";"YUUGYIUSCYNSQR-LBPRGKRZSA-N"
"CHEMBL374975";"FUSIDIC ACID";"ANHYDROUS FUSIDIC ACID|CEM-102|FUCIDIN CAVIJECT|FUCITHALMIC|FUSIDATE|FUSIDIC ACID|NSC-56192|RAMYCIN|SQ 16,603|SQ-16603|TAKSTA";"Small molecule";"4";"516.72";"55";"499";"5.67";"104.06";"5";"3";"2";"5";"N";"0.25";"4.46";"None";"4.42";"1.58";"0";"MOL";"0";"37";"6";"3";"2";"516.3451";"ACID";"C31H48O6";"CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O";"IECPWNUMDGFDKC-MZJAQBGESA-N"
"CHEMBL1090090";"VX-702";"VX-702";"Small molecule";"2";"404.32";"874";"910";"3.62";"102.31";"3";"2";"0";"4";"N";"0.65";"13.95";"0.04";"3.23";"3.23";"3";"MOL";"0";"29";"6";"4";"0";"404.0896";"NEUTRAL";"C19H12F4N4O2";"NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F";"FYSRKRZDBHOFAY-UHFFFAOYSA-N"
"CHEMBL1230609";"FORETINIB";"EXEL-2880|FORETINIB|Foretinib|GSK-089|GSK-1363089|GSK-1363089G|GSK089|GSK1363089|GSK1363089G|XL-880|XL880";"Small molecule";"2";"632.66";"507";"1138";"5.77";"111.25";"8";"2";"2";"12";"N";"0.15";"13.18";"6.88";"4.66";"4.55";"4";"MOL";"0";"46";"10";"2";"2";"632.2446";"NEUTRAL";"C34H34F2N4O6";"COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1";"CXQHYVUVSFXTMY-UHFFFAOYSA-N"
"CHEMBL2105759";"BARICITINIB";"BARICITINIB|BARICITINIB PHOSPHATE|BARICITINIB PHOSPHATE SALT|Baricitinib|INCB-028050|INCB-28050|INCB028050|LY-3009104|LY3009104|OLUMIANT";"Small molecule";"4";"371.43";"305";"402";"1.10";"120.56";"7";"1";"0";"5";"N";"0.72";"13.89";"3.91";"-0.19";"-0.19";"3";"MOL";"0";"26";"9";"1";"0";"371.1164";"NEUTRAL";"C16H17N7O2S";"CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1";"XUZMWHLSFXCVMG-UHFFFAOYSA-N"
"CHEMBL275040";"KAINIC ACID";"DIGENIC ACID|DIGENIN|HELMINAL|KAINIC ACID|Kainic Acid|NSC-759587";"Small molecule";"0";"213.23";"61";"230";"0.33";"86.63";"3";"3";"0";"4";"N";"0.59";"1.74";"11.59";"-2.36";"-5.15";"0";"MOL";"0";"15";"5";"3";"0";"213.1001";"ZWITTERION";"C10H15NO4";"C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O";"VLSMHEGGTFMBBZ-OOZYFLPDSA-N"
"CHEMBL31965";"CANERTINIB";"CANERTINIB|CI-1033";"Small molecule";"3";"485.95";"505";"1321";"4.39";"88.61";"7";"2";"0";"9";"N";"0.34";"12.54";"6.87";"3.90";"3.79";"3";"MOL";"0";"34";"8";"2";"0";"485.1630";"NEUTRAL";"C24H25ClFN5O3";"C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1";"OMZCMEYTWSXEPZ-UHFFFAOYSA-N"
"CHEMBL2029988";"CEP-32496";"AB-024|AC-013773|AGERAFENIB|CEP-32496|RXDX 105|RXDX-105";"Small molecule";"1";"517.46";"334";"408";"5.91";"120.63";"8";"2";"2";"7";"N";"0.31";"8.26";"2.90";"5.14";"5.09";"4";"MOL";"0";"37";"10";"2";"2";"517.1573";"NEUTRAL";"C24H22F3N5O5";"COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C(F)(F)F)on4)c3)c2cc1OC";"DKNUPRMJNUQNHR-UHFFFAOYSA-N"
"CHEMBL45152";"";"";"Small molecule";"0";"227.29";"92";"204";"3.05";"22.00";"3";"0";"0";"1";"N";"0.63";"None";"None";"3.24";"3.24";"3";"MOL";"-1";"16";"2";"0";"0";"227.0405";"None";"C13H9NOS";"O=c1c2ccccc2sn1-c1ccccc1";"KDMQSUUXKLZVNU-UHFFFAOYSA-N"
"CHEMBL2218926";"";"";"Small molecule";"0";"305.17";"232";"491";"3.88";"67.81";"3";"1";"0";"1";"N";"0.80";"6.82";"None";"4.18";"3.51";"1";"MOL";"-1";"18";"3";"1";"0";"304.0211";"NEUTRAL";"C14H13BrN2O";"CC(C)(C)c1cc(C=C(C#N)C#N)cc(Br)c1O";"ABBADGFSRBWENF-UHFFFAOYSA-N"
"CHEMBL1790041";"RANITIDINE";"NSC-757851|RANITIDINE|Ranitidine|Tritec|Zantac";"Small molecule";"4";"314.41";"172";"2488";"1.46";"83.58";"7";"2";"0";"10";"N";"0.38";"None";"7.80";"0.99";"0.45";"1";"MOL";"0";"21";"7";"2";"0";"314.1413";"NEUTRAL";"C13H22N4O3S";"CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1";"VMXUWOKSQNHOCA-UHFFFAOYSA-N"
"CHEMBL86";"METOCLOPRAMIDE";"Clopra|Clopra-'Yellow'|ELIETEN|METHOXYCLOPRAMIDE|METOCLOPRAMIDE|Maxolon|Metoclopramide|Reglan|TERPERAN";"Small molecule";"4";"299.80";"178";"832";"2.00";"67.59";"4";"2";"0";"7";"N";"0.76";"None";"9.04";"1.40";"-0.25";"1";"MOL";"0";"20";"5";"3";"0";"299.1401";"BASE";"C14H22ClN3O2";"CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC";"TTWJBBZEZQICBI-UHFFFAOYSA-N"
"CHEMBL575448";"BMS-754807";"BMS-754807";"Small molecule";"2";"461.51";"967";"2313";"3.61";"116.13";"8";"3";"0";"6";"N";"0.38";"12.88";"4.21";"4.20";"4.20";"4";"MOL";"0";"34";"10";"3";"0";"461.2088";"NEUTRAL";"C23H24FN9O";"C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1";"LQVXSNNAFNGRAH-QHCPKHFHSA-N"
